folder	line	cod_nacion	mapping_type	concept_name	suggestion
monoxido_de_carbono_+_helio	7	710375	BROAD	carbon monoxide / helium / nitrogen / oxygen Gas for Inhalation	carbon monoxide / helium / balance air Gas for Inhalation matching the labeled percentages
monoxido_de_carbono_+_helio	8	710387	BROAD	carbon monoxide / helium / nitrogen / oxygen Gas for Inhalation	carbon monoxide / helium / balance air Gas for Inhalation matching the labeled percentages
monoxido_de_carbono_+_helio	9	710389	BROAD	carbon monoxide / helium / nitrogen / oxygen Gas for Inhalation	carbon monoxide / helium / balance air Gas for Inhalation matching the labeled percentages
monoxido_de_carbono_+_helio	10	763099	BROAD	carbon monoxide / helium / nitrogen / oxygen Gas for Inhalation	carbon monoxide / helium / balance air Gas for Inhalation matching the labeled percentages
monoxido_de_carbono_+_helio	11	763100	BROAD	carbon monoxide / helium / nitrogen / oxygen Gas for Inhalation	carbon monoxide / helium / balance air Gas for Inhalation matching the labeled percentages
monoxido_de_carbono_+_helio	12	765361	BROAD	carbon monoxide / helium / nitrogen / oxygen Gas for Inhalation	carbon monoxide / helium / balance air Gas for Inhalation matching the labeled percentages
monoxido_de_carbono_+_helio	13	765366	BROAD	carbon monoxide / helium / nitrogen / oxygen Gas for Inhalation	carbon monoxide / helium / balance air Gas for Inhalation matching the labeled percentages
parafina_liquida	2	621458	BROAD	mineral oil Oral Solution	liquid paraffin Oral Emulsion matching the labeled strength
parafina_liquida	3	661108	BROAD	mineral oil Oral Solution	liquid paraffin Oral Emulsion matching the labeled strength
parafina_liquida	4	700450	BROAD	mineral oil Oral Solution	liquid paraffin Oral Emulsion matching the labeled strength
parafina_liquida	5	744029	BROAD	mineral oil Oral Solution	liquid paraffin Oral Emulsion matching the labeled strength
parafina_liquida	6	769893	BROAD	mineral oil Oral Solution	liquid paraffin Oral Emulsion matching the labeled strength
parafina_liquida	7	944868	BROAD	mineral oil Oral Solution	liquid paraffin Oral Emulsion matching the labeled strength
balsamo_de_peru_+_aceite_de_ricino	2	780536	BROAD	castor oil 0.788 MG/MG / Peruvian balsam 0.087 MG/MG Topical Ointment	castor oil 150 MG/G / Peruvian balsam 20 MG/G Topical Ointment
balsamo_de_peru_+_aceite_de_ricino	3	781559	BROAD	castor oil 0.788 MG/MG / Peruvian balsam 0.087 MG/MG Topical Ointment	castor oil / Peruvian balsam Medicated Dressing matching the labeled strength
balsamo_de_peru_+_aceite_de_ricino	4	781567	BROAD	castor oil 0.788 MG/MG / Peruvian balsam 0.087 MG/MG Topical Ointment	castor oil / Peruvian balsam Medicated Dressing matching the labeled strength
balsamo_de_peru_+_aceite_de_ricino	5	781575	BROAD	castor oil 0.788 MG/MG / Peruvian balsam 0.087 MG/MG Topical Ointment	castor oil / Peruvian balsam Medicated Dressing matching the labeled strength
balsamo_de_peru_+_aceite_de_ricino	6	959791	BROAD	castor oil 0.788 MG/MG / Peruvian balsam 0.087 MG/MG Topical Ointment	castor oil / Peruvian balsam Medicated Dressing matching the labeled strength
dihidrogenofosfato_sodio_+_hidrogenofosfato_disodio	2	618371	BROAD	sodium phosphate, dibasic / sodium phosphate, monobasic Oral Solution	sodium phosphate, dibasic / sodium phosphate, monobasic Oral Solution matching the labeled strength
dihidrogenofosfato_sodio_+_hidrogenofosfato_disodio	3	629097	BROAD	sodium phosphate, dibasic / sodium phosphate, monobasic Oral Solution	sodium phosphate, dibasic / sodium phosphate, monobasic Oral Solution matching the labeled strength
dihidrogenofosfato_sodio_+_hidrogenofosfato_disodio	4	662635	BROAD	sodium phosphate, dibasic / sodium phosphate, monobasic Oral Solution	sodium phosphate, dibasic / sodium phosphate, monobasic Oral Solution matching the labeled strength
dihidrogenofosfato_sodio_+_hidrogenofosfato_disodio	5	872861	BROAD	sodium phosphate, dibasic / sodium phosphate, monobasic Oral Solution	sodium phosphate, dibasic / sodium phosphate, monobasic Oral Solution matching the labeled strength
dihidrogenofosfato_sodio_+_hidrogenofosfato_disodio	6	603105	BROAD	sodium phosphate, dibasic / sodium phosphate, monobasic Enema	sodium phosphate, dibasic 32 MG/ML / sodium phosphate, monobasic 139 MG/ML Enema
dihidrogenofosfato_sodio_+_hidrogenofosfato_disodio	7	603106	BROAD	sodium phosphate, dibasic / sodium phosphate, monobasic Enema	sodium phosphate, dibasic 32 MG/ML / sodium phosphate, monobasic 139 MG/ML Enema
dihidrogenofosfato_sodio_+_hidrogenofosfato_disodio	8	603107	BROAD	sodium phosphate, dibasic / sodium phosphate, monobasic Enema	sodium phosphate, dibasic 32 MG/ML / sodium phosphate, monobasic 139 MG/ML Enema
dihidrogenofosfato_sodio_+_hidrogenofosfato_disodio	9	627554	BROAD	sodium phosphate, dibasic / sodium phosphate, monobasic Oral Solution	sodium phosphate, dibasic / sodium phosphate, monobasic Oral Solution matching the labeled strength
dihidrogenofosfato_sodio_+_hidrogenofosfato_disodio	10	662827	BROAD	sodium phosphate, dibasic / sodium phosphate, monobasic Enema	sodium phosphate, dibasic 32 MG/ML / sodium phosphate, monobasic 139 MG/ML Enema
dihidrogenofosfato_sodio_+_hidrogenofosfato_disodio	11	662828	BROAD	sodium phosphate, dibasic / sodium phosphate, monobasic Enema	sodium phosphate, dibasic 32 MG/ML / sodium phosphate, monobasic 139 MG/ML Enema
dihidrogenofosfato_sodio_+_hidrogenofosfato_disodio	12	662829	BROAD	sodium phosphate, dibasic / sodium phosphate, monobasic Enema	sodium phosphate, dibasic 32 MG/ML / sodium phosphate, monobasic 139 MG/ML Enema
dihidrogenofosfato_sodio_+_hidrogenofosfato_disodio	13	683649	BROAD	sodium phosphate, dibasic / sodium phosphate, monobasic Enema	sodium phosphate, dibasic 32 MG/ML / sodium phosphate, monobasic 139 MG/ML Enema
dihidrogenofosfato_sodio_+_hidrogenofosfato_disodio	14	683656	BROAD	sodium phosphate, dibasic / sodium phosphate, monobasic Enema	sodium phosphate, dibasic 32 MG/ML / sodium phosphate, monobasic 139 MG/ML Enema
dihidrogenofosfato_sodio_+_hidrogenofosfato_disodio	15	683664	BROAD	sodium phosphate, dibasic / sodium phosphate, monobasic Enema	sodium phosphate, dibasic 32 MG/ML / sodium phosphate, monobasic 139 MG/ML Enema
dihidrogenofosfato_sodio_+_hidrogenofosfato_disodio	16	765958	BROAD	sodium phosphate, dibasic / sodium phosphate, monobasic Oral Solution	sodium phosphate, dibasic / sodium phosphate, monobasic Oral Solution matching the labeled strength
acido_acetico_+_acido_salicilico	2	724666	BROAD	acetic acid / salicylic acid Topical Solution	acetic acid / salicylic acid Collodion
acido_acetico_+_acido_salicilico	3	964312	BROAD	acetic acid / salicylic acid Topical Solution	acetic acid / salicylic acid Collodion
cassia_angustifolia_+_coriandro_sativum_+_pyrus_malus	2	774083	BROAD	Senna leaf extract	Cassia angustifolia leaf liquid extract 80 MG/ML / Coriandrum sativum fruit liquid extract 10 MG/ML / Pyrus malus fruit liquid extract 100 MG/ML Oral Syrup
cassia_angustifolia_+_coriandro_sativum_+_pyrus_malus	3	774091	BROAD	Senna leaf extract	Cassia angustifolia leaf liquid extract 80 MG/ML / Coriandrum sativum fruit liquid extract 10 MG/ML / Pyrus malus fruit liquid extract 100 MG/ML Oral Syrup
coaltar_(brea_de_hulla)	4	735100	BROAD	coal tar 10 MG/ML Topical Lotion	coal tar 10 MG/G Cutaneous Emulsion
coaltar_(brea_de_hulla)	5	735118	BROAD	coal tar 10 MG/ML Topical Lotion	coal tar 10 MG/G Cutaneous Emulsion
coaltar_(brea_de_hulla)	6	786160	BROAD	coal tar 5 MG/ML Medicated Shampoo	coal tar 6 MG/ML Medicated Shampoo
poliestireno_sulfonato_calcio	2	650828	BROAD	calcium polystyrene sulfonate product	calcium polystyrene sulfonate Powder for Oral Suspension 15g sachet
poliestireno_sulfonato_calcio	3	659798	BROAD	calcium polystyrene sulfonate product	calcium polystyrene sulfonate Powder for Oral/Rectal Suspension
poliestireno_sulfonato_calcio	4	779694	BROAD	calcium polystyrene sulfonate product	calcium polystyrene sulfonate Powder for Oral Suspension 997.5 mg/g
alcohol_diclorobencilico_+_amilmetacresol_+_lidocaina	10	731910	BROAD	amylmetacresol / dichlorobenzyl alcohol / lidocaine Oral Lozenge	amylmetacresol 2.23 MG/ML / dichlorobenzyl alcohol 4.46 MG/ML / lidocaine 6.9 MG/ML Buccal Spray
angelica_archangelica_+_cnicus_benedictus_+_mentha_piperita	2	712705	BROAD	Angelica archangelica root extract	Angelica archangelica root extract / Centaurea benedicta extract / Mentha piperita leaf extract Oral Drops
bacitracina_+_neomicina_+_polimixina_b	2	650234	BROAD	bacitracin / neomycin / polymyxin B Topical Ointment	bacitracin 200 UNT/G / neomycin 3.5 MG/G / polymyxin B 4000 UNT/G Topical Ointment
bacitracina_+_neomicina_+_polimixina_b	3	650242	BROAD	bacitracin / neomycin / polymyxin B Topical Ointment	bacitracin 200 UNT/G / neomycin 3.5 MG/G / polymyxin B 4000 UNT/G Topical Ointment
bacitracina_+_neomicina_+_polimixina_b	4	654641	BROAD	bacitracin / neomycin / polymyxin B Topical Ointment	bacitracin 400 UNT/G / neomycin 3.5 MG/G / polymyxin B 8000 UNT/G Topical Ointment
bacitracina_+_neomicina_+_polimixina_b	5	840553	BROAD	bacitracin / neomycin / polymyxin B Topical Ointment	bacitracin / neomycin / polymyxin B Impregnated Wound Dressing
cassia_angustifolia_+_fucus_vesiculosus	2	665645	BROAD	Senna leaf extract	Cassia angustifolia leaf preparation 375 MG / Cassia angustifolia fruit preparation 375 MG / Fucus vesiculosus stem preparation 750 MG Oral Tea
cassia_angustifolia_+_rhamnus_frangula	2	701734	BROAD	Cassia fistula fruit extract / Frangula alnus bark extract Oral Capsule	Cassia angustifolia leaf preparation 700 MG / Rhamnus frangula bark preparation 168 MG Oral Tea
echinacea_purpurea	2	671982	BROAD	Echinacea purpurea extract	Echinacea purpurea flower juice 800 MG/ML Oral Solution
echinacea_purpurea	3	672680	BROAD	Echinacea purpurea root extract	Echinacea purpurea root preparation 250 MG Oral Capsule
echinacea_purpurea	4	672681	BROAD	Echinacea purpurea root extract	Echinacea purpurea root preparation 250 MG Oral Capsule
echinacea_purpurea	5	672682	BROAD	Echinacea purpurea root extract	Echinacea purpurea root preparation 250 MG Oral Capsule
echinacea_purpurea	6	700157	BROAD	Echinacea purpurea extract	Echinacea purpurea aerial parts and root tincture 860 MG/ML and 45 MG/ML Oral Drops
echinacea_purpurea	7	706029	BROAD	Echinacea purpurea extract	Echinacea purpurea aerial parts and root tincture 380 MG and 20 MG Oral Tablet
echinacea_purpurea	8	713337	BROAD	Echinacea purpurea extract	Echinacea purpurea aerial parts and root tincture 228 MG/ML and 12 MG/ML Oral Solution
echinacea_purpurea_+_salvia_officinalis	2	692238	BROAD	Echinacea purpurea extract	Echinacea purpurea aerial parts and root extract / Salvia officinalis leaf extract Buccal Spray
levodopa_+_carbidopa_+_entacapona	59	731370	BROAD	carbidopa / levodopa Oral Suspension	levodopa 20 MG/ML / carbidopa 5 MG/ML / entacapone 20 MG/ML intestinal gel
nedocromilo	2	640284	BROAD	nedocromil sodium 1.75 MG/ACTUAT Metered Dose Inhaler	nedocromil 2 MG/ACTUAT Inhalation Aerosol
phleum_pratense	4	664726	BROAD	Phleum pratense allergenic extract	Phleum pratense pollen extract 10 HEP Allergen Skin Test Solution
plata_nitrato	2	711168	BROAD	silver nitrate Topical Ointment	silver nitrate Topical Stick/Bar (barra cutanea)
tfa_hynic-[d-phe1,_tyr3-octreotida]	2	711018	BROAD	octreotide	TFA HYNIC-[D-Phe1,Tyr3-octreotide] 16 MG kit for radiopharmaceutical preparation
vacuna_anti_covid-19_(hipra)_recombinante_para_lp.8.1_(provisional)	2	768211	BROAD	SARS-COV-2 (COVID-19) vaccine, subunit, recombinant spike protein Injectable Suspension	SARS-CoV-2 (COVID-19) vaccine, recombinant spike protein RBD (Omicron LP.8.1) [Bimervax LP.8.1]
vacuna_anti_gripal	3	607861	BROAD	influenza A virus A/Croatia/10136RV/2023 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Pr...	influenza trivalent split-virion inactivated vaccine Prefilled Syringe [Fluarix]
vacuna_anti_gripal	4	698433	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza trivalent surface antigen inactivated vaccine prefilled syringe [Optaflu]
vacuna_anti_gripal	9	719762	BROAD	influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Injectable Suspension	influenza quadrivalent surface antigen inactivated vaccine Prefilled Syringe [Influvac Tetra]
vacuna_anti_gripal	10	719763	BROAD	influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Injectable Suspension	influenza quadrivalent surface antigen inactivated vaccine Prefilled Syringe [Influvac Tetra]
vacuna_anti_gripal	11	724966	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Suspension [Flucelvax Quadrivalent 2023-2024]	influenza cell-based quadrivalent injectable suspension [Flucelvax Tetra]
vacuna_anti_gripal	12	725694	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Suspension [Flucelvax Quadrivalent 2023-2024]	influenza cell-based quadrivalent injectable suspension [Flucelvax Tetra]
vacuna_anti_gripal	13	728216	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Suspension [Flucelvax Quadrivalent 2023-2024]	influenza cell-based quadrivalent injectable suspension [Flucelvax Tetra]
vacuna_anti_gripal	14	728232	BROAD	influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Injectable Suspension	influenza quadrivalent surface antigen inactivated vaccine Prefilled Syringe [Influvac Tetra]
vacuna_anti_gripal	15	728233	BROAD	influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Injectable Suspension	influenza quadrivalent surface antigen inactivated vaccine Prefilled Syringe [Influvac Tetra]
vacuna_anti_gripal	18	729298	BROAD	0.5 ML influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Prefilled Syringe	influenza quadrivalent surface antigen adjuvanted vaccine Prefilled Syringe [Fluad Tetra]
vacuna_anti_gripal	19	729299	BROAD	0.5 ML influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Prefilled Syringe	influenza quadrivalent surface antigen adjuvanted vaccine Prefilled Syringe [Fluad Tetra]
vacuna_anti_gripal	20	729300	BROAD	0.5 ML influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Prefilled Syringe	influenza quadrivalent surface antigen adjuvanted vaccine Prefilled Syringe [Fluad Tetra]
vacuna_anti_gripal	21	729302	BROAD	0.5 ML influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Prefilled Syringe	influenza quadrivalent surface antigen adjuvanted vaccine Prefilled Syringe [Fluad Tetra]
vacuna_anti_gripal	22	765281	BROAD	influenza A virus A/Croatia/10136RV/2023 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Pr...	influenza trivalent surface antigen inactivated vaccine Prefilled Syringe [Influvac]
vacuna_anti_gripal	23	765283	BROAD	influenza A virus A/Croatia/10136RV/2023 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Pr...	influenza trivalent surface antigen inactivated vaccine Prefilled Syringe [Influvac]
vacuna_anti_gripal	24	765284	BROAD	influenza A virus A/Croatia/10136RV/2023 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Pr...	influenza trivalent surface antigen inactivated vaccine Prefilled Syringe [Influvac]
vacuna_anti_gripal	28	766358	BROAD	influenza A virus A/Croatia/10136RV/2023 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML Injectable Suspension	influenza trivalent surface antigen adjuvanted vaccine Prefilled Syringe [Fluad]
vacuna_anti_gripal	31	766932	BROAD	influenza A virus A/Croatia/10136RV/2023 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Pr...	influenza trivalent split-virion inactivated vaccine Prefilled Syringe [Fluarix]
vacuna_anti_gripal	32	606232	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza split-virion trivalent inactivated vaccine prefilled syringe [Fluarix]
vacuna_anti_gripal	33	842781	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza split-virion trivalent inactivated vaccine prefilled syringe [Fluarix]
vacuna_anti_gripal	34	653368	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza trivalent surface antigen inactivated vaccine prefilled syringe [Chiroflu]
vacuna_anti_gripal	35	716130	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza trivalent surface antigen inactivated vaccine prefilled syringe [Chiroflu]
vacuna_anti_gripal	36	716131	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza trivalent surface antigen inactivated vaccine prefilled syringe [Chiroflu]
vacuna_anti_gripal	37	751081	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza trivalent surface antigen inactivated vaccine prefilled syringe [Chiroflu]
vacuna_anti_gripal	38	832881	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza trivalent surface antigen inactivated vaccine prefilled syringe [Chiroflu]
vacuna_anti_gripal	39	833293	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza trivalent surface antigen inactivated vaccine prefilled syringe [Chiroflu]
vacuna_anti_gripal	40	654264	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza trivalent surface antigen inactivated vaccine prefilled syringe [Chiromas]
vacuna_anti_gripal	41	654265	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza trivalent surface antigen inactivated vaccine prefilled syringe [Chiromas]
vacuna_anti_gripal	42	668509	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza trivalent surface antigen inactivated vaccine prefilled syringe [Chiromas]
vacuna_anti_gripal	43	669895	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza trivalent surface antigen inactivated vaccine prefilled syringe [Chiromas]
vacuna_anti_gripal	44	716132	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza trivalent surface antigen inactivated vaccine prefilled syringe [Chiromas]
vacuna_anti_gripal	45	716133	BROAD	influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe	influenza trivalent surface antigen inactivated vaccine prefilled syringe [Chiromas]
vacuna_anti_gripal	46	662768	BROAD	influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML Injectable Suspension	influenza trivalent inactivated vaccine 0.09 MG/ML intradermal injection [Intanza 9 mcg]
